Job Title,Company,Location,Experience Level,Date,Job Description,Cleaned Description
ML Engineer,StartupX,Hyderabad,Senior Level,2025-07-30,"Join Infosys as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in PyTorch, Docker, TensorFlow. Knowledge of Python, Machine Learning, AWS, Spark is a plus.","join infosys as a ml engineer. we are looking for talented individuals. requirements must have strong experience in pytorch, docker, tensorflow. knowledge of python, machine learning, aws, spark is a plus."
DevOps Engineer,Infosys,Bangalore,Senior Level,2025-04-02,"Join InnovateAI as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Docker, Kubernetes, CI/CD. Knowledge of AWS, Teamwork is a plus.","join innovateai as a devops engineer. we are looking for talented individuals. requirements must have strong experience in docker, kubernetes, cicd. knowledge of aws, teamwork is a plus."
Web Developer,Infosys,Remote,Mid Level,2025-12-11,"Join InnovateAI as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in CSS, JavaScript, Node.js. Knowledge of HTML, React is a plus.","join innovateai as a web developer. we are looking for talented individuals. requirements must have strong experience in css, javascript, node.js. knowledge of html, react is a plus."
DevOps Engineer,Microsoft,Remote,Entry Level,2025-10-28,"Join TCS as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Docker, Kubernetes, Jenkins. Knowledge of Linux, Terraform is a plus.","join tcs as a devops engineer. we are looking for talented individuals. requirements must have strong experience in docker, kubernetes, jenkins. knowledge of linux, terraform is a plus."
Backend Developer,Infosys,Remote,Senior Level,2026-02-01,"Join Google as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in API Design, SQL, Python. Knowledge of Go, Java, Redis, Kubernetes is a plus.","join google as a backend developer. we are looking for talented individuals. requirements must have strong experience in api design, sql, python. knowledge of go, java, redis, kubernetes is a plus."
Backend Developer,StartupX,Remote,Mid Level,2025-12-27,"Join Microsoft as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Go, Java, Python. Knowledge of SQL, Redis, Kubernetes, Teamwork is a plus.","join microsoft as a backend developer. we are looking for talented individuals. requirements must have strong experience in go, java, python. knowledge of sql, redis, kubernetes, teamwork is a plus."
Backend Developer,Microsoft,Hyderabad,Senior Level,2026-03-03,"Join Amazon as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in SQL, Kubernetes, Redis. Knowledge of Python, Agile is a plus.","join amazon as a backend developer. we are looking for talented individuals. requirements must have strong experience in sql, kubernetes, redis. knowledge of python, agile is a plus."
Web Developer,Amazon,Bangalore,Senior Level,2025-11-23,"Join StartupX as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in Node.js, Django, JavaScript. Knowledge of HTML, React, CSS is a plus.","join startupx as a web developer. we are looking for talented individuals. requirements must have strong experience in node.js, django, javascript. knowledge of html, react, css is a plus."
Web Developer,TCS,Pune,Senior Level,2025-06-04,"Join StartupX as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in Django, JavaScript, Node.js. Knowledge of CSS, Flask, HTML, React is a plus.","join startupx as a web developer. we are looking for talented individuals. requirements must have strong experience in django, javascript, node.js. knowledge of css, flask, html, react is a plus."
Backend Developer,TechGiant,Bangalore,Senior Level,2026-02-09,"Join StartupX as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in API Design, Go, SQL. Knowledge of Python, Kubernetes, Redis, Java is a plus.","join startupx as a backend developer. we are looking for talented individuals. requirements must have strong experience in api design, go, sql. knowledge of python, kubernetes, redis, java is a plus."
Frontend Developer,Amazon,Mumbai,Mid Level,2025-06-22,"Join StartupX as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in TypeScript, React, JavaScript. Knowledge of Sass, Vue, Redux is a plus.","join startupx as a frontend developer. we are looking for talented individuals. requirements must have strong experience in typescript, react, javascript. knowledge of sass, vue, redux is a plus."
DevOps Engineer,Amazon,Remote,Mid Level,2025-05-05,"Join Google as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Docker, Jenkins, AWS. Knowledge of Kubernetes is a plus.","join google as a devops engineer. we are looking for talented individuals. requirements must have strong experience in docker, jenkins, aws. knowledge of kubernetes is a plus."
Backend Developer,Amazon,Delhi,Entry Level,2025-08-11,"Join Amazon as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in SQL, Kubernetes, Java. Knowledge of API Design, Python, Redis, Go, Teamwork is a plus.","join amazon as a backend developer. we are looking for talented individuals. requirements must have strong experience in sql, kubernetes, java. knowledge of api design, python, redis, go, teamwork is a plus."
ML Engineer,TechGiant,Bangalore,Senior Level,2025-08-10,"Join StartupX as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Python, TensorFlow, PyTorch. Knowledge of Spark, Docker, Machine Learning is a plus.","join startupx as a ml engineer. we are looking for talented individuals. requirements must have strong experience in python, tensorflow, pytorch. knowledge of spark, docker, machine learning is a plus."
Backend Developer,Infosys,Pune,Senior Level,2026-03-03,"Join TechGiant as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Python, Kubernetes, API Design. Knowledge of Go, Java, Redis, SQL is a plus.","join techgiant as a backend developer. we are looking for talented individuals. requirements must have strong experience in python, kubernetes, api design. knowledge of go, java, redis, sql is a plus."
DevOps Engineer,Google,Remote,Mid Level,2025-09-16,"Join InnovateAI as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Linux, CI/CD, AWS. Knowledge of Terraform, Teamwork is a plus.","join innovateai as a devops engineer. we are looking for talented individuals. requirements must have strong experience in linux, cicd, aws. knowledge of terraform, teamwork is a plus."
Frontend Developer,StartupX,Remote,Mid Level,2025-08-26,"Join TechGiant as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Redux, Sass, Vue. Knowledge of JavaScript, React, TypeScript is a plus.","join techgiant as a frontend developer. we are looking for talented individuals. requirements must have strong experience in redux, sass, vue. knowledge of javascript, react, typescript is a plus."
Frontend Developer,Microsoft,Pune,Senior Level,2025-06-04,"Join StartupX as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in TypeScript, React, JavaScript. Knowledge of Vue, Redux, Sass, Agile is a plus.","join startupx as a frontend developer. we are looking for talented individuals. requirements must have strong experience in typescript, react, javascript. knowledge of vue, redux, sass, agile is a plus."
Data Scientist,StartupX,Delhi,Entry Level,2025-08-24,"Join Microsoft as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Machine Learning, Pandas, Scikit-Learn. Knowledge of Statistics, NLTK, Python is a plus.","join microsoft as a data scientist. we are looking for talented individuals. requirements must have strong experience in machine learning, pandas, scikitlearn. knowledge of statistics, nltk, python is a plus."
Frontend Developer,Microsoft,Delhi,Senior Level,2026-02-14,"Join InnovateAI as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in TypeScript, Vue, React. Knowledge of JavaScript, Redux, Sass, Teamwork is a plus.","join innovateai as a frontend developer. we are looking for talented individuals. requirements must have strong experience in typescript, vue, react. knowledge of javascript, redux, sass, teamwork is a plus."
ML Engineer,TCS,Remote,Mid Level,2025-03-26,"Join TCS as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in AWS, Machine Learning, Spark. Knowledge of Python, TensorFlow is a plus.","join tcs as a ml engineer. we are looking for talented individuals. requirements must have strong experience in aws, machine learning, spark. knowledge of python, tensorflow is a plus."
DevOps Engineer,TCS,Pune,Mid Level,2025-11-17,"Join Google as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in CI/CD, AWS, Docker. Knowledge of Terraform, Jenkins, Kubernetes, Agile is a plus.","join google as a devops engineer. we are looking for talented individuals. requirements must have strong experience in cicd, aws, docker. knowledge of terraform, jenkins, kubernetes, agile is a plus."
ML Engineer,Infosys,Hyderabad,Mid Level,2026-01-17,"Join Google as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in TensorFlow, Machine Learning, Spark. Knowledge of Python, AWS, PyTorch, Docker is a plus.","join google as a ml engineer. we are looking for talented individuals. requirements must have strong experience in tensorflow, machine learning, spark. knowledge of python, aws, pytorch, docker is a plus."
ML Engineer,InnovateAI,Mumbai,Mid Level,2026-01-19,"Join Google as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Spark, Machine Learning, Docker. Knowledge of PyTorch, Python, AWS, Communication is a plus.","join google as a ml engineer. we are looking for talented individuals. requirements must have strong experience in spark, machine learning, docker. knowledge of pytorch, python, aws, communication is a plus."
Backend Developer,Microsoft,Bangalore,Mid Level,2025-05-25,"Join Google as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Kubernetes, Go, Python. Knowledge of Java, Redis, Agile is a plus.","join google as a backend developer. we are looking for talented individuals. requirements must have strong experience in kubernetes, go, python. knowledge of java, redis, agile is a plus."
Data Scientist,Google,Delhi,Entry Level,2025-11-28,"Join TCS as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in SQL, Machine Learning, Pandas. Knowledge of NLTK, Statistics, Agile is a plus.","join tcs as a data scientist. we are looking for talented individuals. requirements must have strong experience in sql, machine learning, pandas. knowledge of nltk, statistics, agile is a plus."
Web Developer,InnovateAI,Delhi,Senior Level,2026-02-08,"Join Microsoft as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in JavaScript, Flask, React. Knowledge of HTML, Node.js, Django, Teamwork is a plus.","join microsoft as a web developer. we are looking for talented individuals. requirements must have strong experience in javascript, flask, react. knowledge of html, node.js, django, teamwork is a plus."
Data Scientist,Infosys,Delhi,Mid Level,2025-06-10,"Join Infosys as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Machine Learning, Scikit-Learn, Pandas. Knowledge of Statistics, Communication is a plus.","join infosys as a data scientist. we are looking for talented individuals. requirements must have strong experience in machine learning, scikitlearn, pandas. knowledge of statistics, communication is a plus."
Backend Developer,StartupX,Delhi,Mid Level,2025-07-23,"Join InnovateAI as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in SQL, API Design, Kubernetes. Knowledge of Go, Python, Redis is a plus.","join innovateai as a backend developer. we are looking for talented individuals. requirements must have strong experience in sql, api design, kubernetes. knowledge of go, python, redis is a plus."
Frontend Developer,StartupX,Hyderabad,Entry Level,2025-11-20,"Join TCS as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in TypeScript, JavaScript, Vue. Knowledge of Sass, React, Redux is a plus.","join tcs as a frontend developer. we are looking for talented individuals. requirements must have strong experience in typescript, javascript, vue. knowledge of sass, react, redux is a plus."
Backend Developer,Infosys,Remote,Mid Level,2025-11-04,"Join TechGiant as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Python, Go, SQL. Knowledge of Kubernetes is a plus.","join techgiant as a backend developer. we are looking for talented individuals. requirements must have strong experience in python, go, sql. knowledge of kubernetes is a plus."
ML Engineer,TechGiant,Remote,Mid Level,2025-08-08,"Join TCS as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Machine Learning, PyTorch, Docker. Knowledge of TensorFlow, Spark, AWS, Agile is a plus.","join tcs as a ml engineer. we are looking for talented individuals. requirements must have strong experience in machine learning, pytorch, docker. knowledge of tensorflow, spark, aws, agile is a plus."
Data Scientist,Microsoft,Pune,Mid Level,2025-05-03,"Join Amazon as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Statistics, NLTK, Machine Learning. Knowledge of Python, Pandas, Scikit-Learn, SQL, Communication is a plus.","join amazon as a data scientist. we are looking for talented individuals. requirements must have strong experience in statistics, nltk, machine learning. knowledge of python, pandas, scikitlearn, sql, communication is a plus."
Backend Developer,Microsoft,Remote,Entry Level,2026-03-05,"Join Microsoft as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Go, Kubernetes, API Design. Knowledge of Redis, Java, Python is a plus.","join microsoft as a backend developer. we are looking for talented individuals. requirements must have strong experience in go, kubernetes, api design. knowledge of redis, java, python is a plus."
Web Developer,InnovateAI,Bangalore,Senior Level,2026-01-24,"Join Microsoft as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in Django, JavaScript, CSS. Knowledge of React, Node.js, Flask is a plus.","join microsoft as a web developer. we are looking for talented individuals. requirements must have strong experience in django, javascript, css. knowledge of react, node.js, flask is a plus."
Backend Developer,TCS,Remote,Entry Level,2026-03-24,"Join InnovateAI as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Python, API Design, Kubernetes. Knowledge of Redis, Agile is a plus.","join innovateai as a backend developer. we are looking for talented individuals. requirements must have strong experience in python, api design, kubernetes. knowledge of redis, agile is a plus."
Web Developer,TechGiant,Delhi,Mid Level,2025-04-20,"Join InnovateAI as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in Django, HTML, Flask. Knowledge of JavaScript is a plus.","join innovateai as a web developer. we are looking for talented individuals. requirements must have strong experience in django, html, flask. knowledge of javascript is a plus."
DevOps Engineer,TechGiant,Mumbai,Mid Level,2025-04-26,"Join Microsoft as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Terraform, Jenkins, Kubernetes. Knowledge of CI/CD, Linux, Docker is a plus.","join microsoft as a devops engineer. we are looking for talented individuals. requirements must have strong experience in terraform, jenkins, kubernetes. knowledge of cicd, linux, docker is a plus."
ML Engineer,Infosys,Delhi,Senior Level,2026-02-05,"Join StartupX as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in PyTorch, Docker, Python. Knowledge of AWS, Machine Learning, Teamwork is a plus.","join startupx as a ml engineer. we are looking for talented individuals. requirements must have strong experience in pytorch, docker, python. knowledge of aws, machine learning, teamwork is a plus."
ML Engineer,InnovateAI,Bangalore,Senior Level,2025-06-19,"Join Amazon as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in PyTorch, Python, Docker. Knowledge of TensorFlow, AWS, Spark, Machine Learning is a plus.","join amazon as a ml engineer. we are looking for talented individuals. requirements must have strong experience in pytorch, python, docker. knowledge of tensorflow, aws, spark, machine learning is a plus."
Data Scientist,TCS,Hyderabad,Mid Level,2025-08-01,"Join TCS as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Pandas, Statistics, NLTK. Knowledge of SQL, Python, Scikit-Learn, Machine Learning is a plus.","join tcs as a data scientist. we are looking for talented individuals. requirements must have strong experience in pandas, statistics, nltk. knowledge of sql, python, scikitlearn, machine learning is a plus."
DevOps Engineer,InnovateAI,Delhi,Mid Level,2025-06-10,"Join TCS as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Docker, AWS, Jenkins. Knowledge of Kubernetes, Terraform, CI/CD, Linux, Communication is a plus.","join tcs as a devops engineer. we are looking for talented individuals. requirements must have strong experience in docker, aws, jenkins. knowledge of kubernetes, terraform, cicd, linux, communication is a plus."
Frontend Developer,StartupX,Pune,Entry Level,2025-11-08,"Join Google as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Vue, Redux, JavaScript. Knowledge of TypeScript, React, Sass is a plus.","join google as a frontend developer. we are looking for talented individuals. requirements must have strong experience in vue, redux, javascript. knowledge of typescript, react, sass is a plus."
Data Scientist,InnovateAI,Mumbai,Senior Level,2025-11-20,"Join Infosys as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in NLTK, Python, Scikit-Learn. Knowledge of Statistics, Agile is a plus.","join infosys as a data scientist. we are looking for talented individuals. requirements must have strong experience in nltk, python, scikitlearn. knowledge of statistics, agile is a plus."
Frontend Developer,InnovateAI,Bangalore,Senior Level,2025-08-28,"Join Infosys as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in React, Redux, Sass. Knowledge of TypeScript, Vue, JavaScript is a plus.","join infosys as a frontend developer. we are looking for talented individuals. requirements must have strong experience in react, redux, sass. knowledge of typescript, vue, javascript is a plus."
Frontend Developer,Infosys,Bangalore,Mid Level,2025-08-25,"Join Infosys as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Redux, JavaScript, TypeScript. Knowledge of Vue, Communication is a plus.","join infosys as a frontend developer. we are looking for talented individuals. requirements must have strong experience in redux, javascript, typescript. knowledge of vue, communication is a plus."
Frontend Developer,Google,Remote,Mid Level,2025-04-24,"Join Google as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Sass, Redux, Vue. Knowledge of React, Communication is a plus.","join google as a frontend developer. we are looking for talented individuals. requirements must have strong experience in sass, redux, vue. knowledge of react, communication is a plus."
Web Developer,InnovateAI,Hyderabad,Entry Level,2025-05-09,"Join Amazon as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in Django, Node.js, Flask. Knowledge of HTML, JavaScript, React is a plus.","join amazon as a web developer. we are looking for talented individuals. requirements must have strong experience in django, node.js, flask. knowledge of html, javascript, react is a plus."
ML Engineer,StartupX,Pune,Entry Level,2025-08-29,"Join TechGiant as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Spark, Python, PyTorch. Knowledge of TensorFlow, Machine Learning, AWS is a plus.","join techgiant as a ml engineer. we are looking for talented individuals. requirements must have strong experience in spark, python, pytorch. knowledge of tensorflow, machine learning, aws is a plus."
Backend Developer,StartupX,Bangalore,Senior Level,2025-08-02,"Join StartupX as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in API Design, Python, Go. Knowledge of SQL, Communication is a plus.","join startupx as a backend developer. we are looking for talented individuals. requirements must have strong experience in api design, python, go. knowledge of sql, communication is a plus."
Frontend Developer,Google,Pune,Mid Level,2025-09-15,"Join InnovateAI as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Redux, JavaScript, Vue. Knowledge of React, Teamwork is a plus.","join innovateai as a frontend developer. we are looking for talented individuals. requirements must have strong experience in redux, javascript, vue. knowledge of react, teamwork is a plus."
Data Scientist,TechGiant,Pune,Mid Level,2025-10-13,"Join Infosys as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Python, Machine Learning, Statistics. Knowledge of SQL, Pandas, Scikit-Learn, NLTK is a plus.","join infosys as a data scientist. we are looking for talented individuals. requirements must have strong experience in python, machine learning, statistics. knowledge of sql, pandas, scikitlearn, nltk is a plus."
ML Engineer,Google,Remote,Entry Level,2025-08-16,"Join Microsoft as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Python, Machine Learning, AWS. Knowledge of Spark, PyTorch is a plus.","join microsoft as a ml engineer. we are looking for talented individuals. requirements must have strong experience in python, machine learning, aws. knowledge of spark, pytorch is a plus."
Web Developer,TechGiant,Remote,Senior Level,2026-01-08,"Join Microsoft as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in Flask, Django, Node.js. Knowledge of CSS, JavaScript is a plus.","join microsoft as a web developer. we are looking for talented individuals. requirements must have strong experience in flask, django, node.js. knowledge of css, javascript is a plus."
Backend Developer,Infosys,Mumbai,Entry Level,2025-12-21,"Join Google as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Redis, Java, API Design. Knowledge of SQL, Go, Python is a plus.","join google as a backend developer. we are looking for talented individuals. requirements must have strong experience in redis, java, api design. knowledge of sql, go, python is a plus."
Data Scientist,Microsoft,Hyderabad,Mid Level,2025-12-07,"Join Google as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Python, Machine Learning, SQL. Knowledge of Scikit-Learn, NLTK, Pandas, Statistics, Agile is a plus.","join google as a data scientist. we are looking for talented individuals. requirements must have strong experience in python, machine learning, sql. knowledge of scikitlearn, nltk, pandas, statistics, agile is a plus."
ML Engineer,InnovateAI,Pune,Senior Level,2025-12-05,"Join StartupX as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Docker, Spark, Machine Learning. Knowledge of Python is a plus.","join startupx as a ml engineer. we are looking for talented individuals. requirements must have strong experience in docker, spark, machine learning. knowledge of python is a plus."
Backend Developer,TechGiant,Remote,Entry Level,2026-01-13,"Join Infosys as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in SQL, Python, Java. Knowledge of API Design, Communication is a plus.","join infosys as a backend developer. we are looking for talented individuals. requirements must have strong experience in sql, python, java. knowledge of api design, communication is a plus."
ML Engineer,Microsoft,Bangalore,Mid Level,2026-02-15,"Join Microsoft as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in AWS, Python, Machine Learning. Knowledge of PyTorch, TensorFlow, Teamwork is a plus.","join microsoft as a ml engineer. we are looking for talented individuals. requirements must have strong experience in aws, python, machine learning. knowledge of pytorch, tensorflow, teamwork is a plus."
Data Scientist,Google,Bangalore,Senior Level,2025-07-17,"Join Microsoft as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Python, Scikit-Learn, NLTK. Knowledge of Machine Learning, Pandas is a plus.","join microsoft as a data scientist. we are looking for talented individuals. requirements must have strong experience in python, scikitlearn, nltk. knowledge of machine learning, pandas is a plus."
ML Engineer,TechGiant,Bangalore,Senior Level,2025-11-27,"Join Microsoft as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in TensorFlow, PyTorch, AWS. Knowledge of Python is a plus.","join microsoft as a ml engineer. we are looking for talented individuals. requirements must have strong experience in tensorflow, pytorch, aws. knowledge of python is a plus."
ML Engineer,Amazon,Mumbai,Senior Level,2025-12-30,"Join Microsoft as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in TensorFlow, PyTorch, Docker. Knowledge of Python, AWS, Machine Learning, Spark is a plus.","join microsoft as a ml engineer. we are looking for talented individuals. requirements must have strong experience in tensorflow, pytorch, docker. knowledge of python, aws, machine learning, spark is a plus."
Data Scientist,TCS,Bangalore,Senior Level,2025-09-28,"Join StartupX as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in NLTK, Scikit-Learn, Python. Knowledge of SQL, Machine Learning, Statistics, Pandas is a plus.","join startupx as a data scientist. we are looking for talented individuals. requirements must have strong experience in nltk, scikitlearn, python. knowledge of sql, machine learning, statistics, pandas is a plus."
Backend Developer,TCS,Pune,Mid Level,2025-11-08,"Join Infosys as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in API Design, Python, SQL. Knowledge of Redis, Java is a plus.","join infosys as a backend developer. we are looking for talented individuals. requirements must have strong experience in api design, python, sql. knowledge of redis, java is a plus."
Backend Developer,Google,Pune,Mid Level,2025-08-25,"Join Amazon as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in SQL, Kubernetes, Redis. Knowledge of Python, Go, Communication is a plus.","join amazon as a backend developer. we are looking for talented individuals. requirements must have strong experience in sql, kubernetes, redis. knowledge of python, go, communication is a plus."
Frontend Developer,Infosys,Bangalore,Mid Level,2025-06-28,"Join TCS as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in JavaScript, Sass, Vue. Knowledge of React, Redux, TypeScript is a plus.","join tcs as a frontend developer. we are looking for talented individuals. requirements must have strong experience in javascript, sass, vue. knowledge of react, redux, typescript is a plus."
Frontend Developer,Google,Mumbai,Entry Level,2025-12-10,"Join InnovateAI as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Redux, Sass, React. Knowledge of TypeScript, Vue is a plus.","join innovateai as a frontend developer. we are looking for talented individuals. requirements must have strong experience in redux, sass, react. knowledge of typescript, vue is a plus."
ML Engineer,InnovateAI,Delhi,Entry Level,2025-06-13,"Join StartupX as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Spark, PyTorch, TensorFlow. Knowledge of Docker, Python, Machine Learning, AWS is a plus.","join startupx as a ml engineer. we are looking for talented individuals. requirements must have strong experience in spark, pytorch, tensorflow. knowledge of docker, python, machine learning, aws is a plus."
Frontend Developer,Microsoft,Hyderabad,Mid Level,2026-03-06,"Join Google as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in TypeScript, React, Vue. Knowledge of JavaScript, Sass, Teamwork is a plus.","join google as a frontend developer. we are looking for talented individuals. requirements must have strong experience in typescript, react, vue. knowledge of javascript, sass, teamwork is a plus."
Backend Developer,StartupX,Pune,Senior Level,2025-04-08,"Join TechGiant as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Kubernetes, Go, API Design. Knowledge of SQL, Python, Redis, Agile is a plus.","join techgiant as a backend developer. we are looking for talented individuals. requirements must have strong experience in kubernetes, go, api design. knowledge of sql, python, redis, agile is a plus."
Web Developer,Amazon,Mumbai,Mid Level,2025-12-03,"Join TCS as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in Flask, HTML, CSS. Knowledge of Node.js, React is a plus.","join tcs as a web developer. we are looking for talented individuals. requirements must have strong experience in flask, html, css. knowledge of node.js, react is a plus."
Data Scientist,Google,Delhi,Mid Level,2026-01-23,"Join Microsoft as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Machine Learning, Statistics, Python. Knowledge of SQL, Pandas is a plus.","join microsoft as a data scientist. we are looking for talented individuals. requirements must have strong experience in machine learning, statistics, python. knowledge of sql, pandas is a plus."
Data Scientist,StartupX,Hyderabad,Senior Level,2025-06-02,"Join Amazon as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Machine Learning, Statistics, Python. Knowledge of NLTK, Scikit-Learn, Pandas is a plus.","join amazon as a data scientist. we are looking for talented individuals. requirements must have strong experience in machine learning, statistics, python. knowledge of nltk, scikitlearn, pandas is a plus."
ML Engineer,InnovateAI,Pune,Mid Level,2025-10-19,"Join Google as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Spark, Python, Docker. Knowledge of AWS, TensorFlow, PyTorch, Machine Learning, Communication is a plus.","join google as a ml engineer. we are looking for talented individuals. requirements must have strong experience in spark, python, docker. knowledge of aws, tensorflow, pytorch, machine learning, communication is a plus."
Data Scientist,Google,Pune,Mid Level,2025-09-06,"Join StartupX as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Machine Learning, Scikit-Learn, NLTK. Knowledge of Pandas, Python, Teamwork is a plus.","join startupx as a data scientist. we are looking for talented individuals. requirements must have strong experience in machine learning, scikitlearn, nltk. knowledge of pandas, python, teamwork is a plus."
Backend Developer,StartupX,Delhi,Senior Level,2026-01-14,"Join TCS as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in SQL, Redis, API Design. Knowledge of Python, Communication is a plus.","join tcs as a backend developer. we are looking for talented individuals. requirements must have strong experience in sql, redis, api design. knowledge of python, communication is a plus."
DevOps Engineer,InnovateAI,Pune,Entry Level,2025-10-31,"Join TCS as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Kubernetes, Linux, Docker. Knowledge of Jenkins, Terraform is a plus.","join tcs as a devops engineer. we are looking for talented individuals. requirements must have strong experience in kubernetes, linux, docker. knowledge of jenkins, terraform is a plus."
Frontend Developer,InnovateAI,Bangalore,Entry Level,2025-05-20,"Join Amazon as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Sass, TypeScript, JavaScript. Knowledge of React, Vue, Redux, Communication is a plus.","join amazon as a frontend developer. we are looking for talented individuals. requirements must have strong experience in sass, typescript, javascript. knowledge of react, vue, redux, communication is a plus."
DevOps Engineer,Microsoft,Hyderabad,Mid Level,2025-04-14,"Join StartupX as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Docker, CI/CD, Jenkins. Knowledge of AWS, Terraform, Linux, Agile is a plus.","join startupx as a devops engineer. we are looking for talented individuals. requirements must have strong experience in docker, cicd, jenkins. knowledge of aws, terraform, linux, agile is a plus."
Data Scientist,StartupX,Bangalore,Senior Level,2025-06-07,"Join InnovateAI as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in SQL, NLTK, Python. Knowledge of Pandas, Statistics, Scikit-Learn, Communication is a plus.","join innovateai as a data scientist. we are looking for talented individuals. requirements must have strong experience in sql, nltk, python. knowledge of pandas, statistics, scikitlearn, communication is a plus."
