Job Title,Company,Location,Experience Level,Date,Job Description
Web Developer,Amazon,Bangalore,Senior Level,2025-11-23,"Join StartupX as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in Node.js, Django, JavaScript. Knowledge of HTML, React, CSS is a plus."
Web Developer,TCS,Pune,Senior Level,2025-06-04,"Join StartupX as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in Django, JavaScript, Node.js. Knowledge of CSS, Flask, HTML, React is a plus."
Backend Developer,TechGiant,Bangalore,Senior Level,2026-02-09,"Join StartupX as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in API Design, Go, SQL. Knowledge of Python, Kubernetes, Redis, Java is a plus."
Frontend Developer,Amazon,Mumbai,Mid Level,2025-06-22,"Join StartupX as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in TypeScript, React, JavaScript. Knowledge of Sass, Vue, Redux is a plus."
DevOps Engineer,Amazon,Remote,Mid Level,2025-05-05,"Join Google as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Docker, Jenkins, AWS. Knowledge of Kubernetes is a plus."
Backend Developer,Amazon,Delhi,Entry Level,2025-08-11,"Join Amazon as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in SQL, Kubernetes, Java. Knowledge of API Design, Python, Redis, Go, Teamwork is a plus."
ML Engineer,TechGiant,Bangalore,Senior Level,2025-08-10,"Join StartupX as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Python, TensorFlow, PyTorch. Knowledge of Spark, Docker, Machine Learning is a plus."
Backend Developer,Infosys,Pune,Senior Level,2026-03-03,"Join TechGiant as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Python, Kubernetes, API Design. Knowledge of Go, Java, Redis, SQL is a plus."
DevOps Engineer,Google,Remote,Mid Level,2025-09-16,"Join InnovateAI as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Linux, CI/CD, AWS. Knowledge of Terraform, Teamwork is a plus."
Frontend Developer,StartupX,Remote,Mid Level,2025-08-26,"Join TechGiant as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Redux, Sass, Vue. Knowledge of JavaScript, React, TypeScript is a plus."
Frontend Developer,Microsoft,Pune,Senior Level,2025-06-04,"Join StartupX as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in TypeScript, React, JavaScript. Knowledge of Vue, Redux, Sass, Agile is a plus."
Data Scientist,StartupX,Delhi,Entry Level,2025-08-24,"Join Microsoft as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Machine Learning, Pandas, Scikit-Learn. Knowledge of Statistics, NLTK, Python is a plus."
Frontend Developer,Microsoft,Delhi,Senior Level,2026-02-14,"Join InnovateAI as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in TypeScript, Vue, React. Knowledge of JavaScript, Redux, Sass, Teamwork is a plus."
ML Engineer,TCS,Remote,Mid Level,2025-03-26,"Join TCS as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in AWS, Machine Learning, Spark. Knowledge of Python, TensorFlow is a plus."
DevOps Engineer,TCS,Pune,Mid Level,2025-11-17,"Join Google as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in CI/CD, AWS, Docker. Knowledge of Terraform, Jenkins, Kubernetes, Agile is a plus."
ML Engineer,Infosys,Hyderabad,Mid Level,2026-01-17,"Join Google as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in TensorFlow, Machine Learning, Spark. Knowledge of Python, AWS, PyTorch, Docker is a plus."
ML Engineer,InnovateAI,Mumbai,Mid Level,2026-01-19,"Join Google as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Spark, Machine Learning, Docker. Knowledge of PyTorch, Python, AWS, Communication is a plus."
Backend Developer,Microsoft,Bangalore,Mid Level,2025-05-25,"Join Google as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Kubernetes, Go, Python. Knowledge of Java, Redis, Agile is a plus."
Data Scientist,Google,Delhi,Entry Level,2025-11-28,"Join TCS as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in SQL, Machine Learning, Pandas. Knowledge of NLTK, Statistics, Agile is a plus."
Web Developer,InnovateAI,Delhi,Senior Level,2026-02-08,"Join Microsoft as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in JavaScript, Flask, React. Knowledge of HTML, Node.js, Django, Teamwork is a plus."
Data Scientist,Infosys,Delhi,Mid Level,2025-06-10,"Join Infosys as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Machine Learning, Scikit-Learn, Pandas. Knowledge of Statistics, Communication is a plus."
Backend Developer,StartupX,Delhi,Mid Level,2025-07-23,"Join InnovateAI as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in SQL, API Design, Kubernetes. Knowledge of Go, Python, Redis is a plus."
Frontend Developer,StartupX,Hyderabad,Entry Level,2025-11-20,"Join TCS as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in TypeScript, JavaScript, Vue. Knowledge of Sass, React, Redux is a plus."
Backend Developer,Infosys,Remote,Mid Level,2025-11-04,"Join TechGiant as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Python, Go, SQL. Knowledge of Kubernetes is a plus."
ML Engineer,TechGiant,Remote,Mid Level,2025-08-08,"Join TCS as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Machine Learning, PyTorch, Docker. Knowledge of TensorFlow, Spark, AWS, Agile is a plus."
Data Scientist,Microsoft,Pune,Mid Level,2025-05-03,"Join Amazon as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Statistics, NLTK, Machine Learning. Knowledge of Python, Pandas, Scikit-Learn, SQL, Communication is a plus."
Backend Developer,Microsoft,Remote,Entry Level,2026-03-05,"Join Microsoft as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Go, Kubernetes, API Design. Knowledge of Redis, Java, Python is a plus."
Web Developer,InnovateAI,Bangalore,Senior Level,2026-01-24,"Join Microsoft as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in Django, JavaScript, CSS. Knowledge of React, Node.js, Flask is a plus."
Backend Developer,TCS,Remote,Entry Level,2026-03-24,"Join InnovateAI as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Python, API Design, Kubernetes. Knowledge of Redis, Agile is a plus."
Web Developer,TechGiant,Delhi,Mid Level,2025-04-20,"Join InnovateAI as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in Django, HTML, Flask. Knowledge of JavaScript is a plus."
DevOps Engineer,TechGiant,Mumbai,Mid Level,2025-04-26,"Join Microsoft as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Terraform, Jenkins, Kubernetes. Knowledge of CI/CD, Linux, Docker is a plus."
ML Engineer,Infosys,Delhi,Senior Level,2026-02-05,"Join StartupX as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in PyTorch, Docker, Python. Knowledge of AWS, Machine Learning, Teamwork is a plus."
ML Engineer,InnovateAI,Bangalore,Senior Level,2025-06-19,"Join Amazon as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in PyTorch, Python, Docker. Knowledge of TensorFlow, AWS, Spark, Machine Learning is a plus."
Data Scientist,TCS,Hyderabad,Mid Level,2025-08-01,"Join TCS as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Pandas, Statistics, NLTK. Knowledge of SQL, Python, Scikit-Learn, Machine Learning is a plus."
DevOps Engineer,InnovateAI,Delhi,Mid Level,2025-06-10,"Join TCS as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Docker, AWS, Jenkins. Knowledge of Kubernetes, Terraform, CI/CD, Linux, Communication is a plus."
Frontend Developer,StartupX,Pune,Entry Level,2025-11-08,"Join Google as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Vue, Redux, JavaScript. Knowledge of TypeScript, React, Sass is a plus."
Data Scientist,InnovateAI,Mumbai,Senior Level,2025-11-20,"Join Infosys as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in NLTK, Python, Scikit-Learn. Knowledge of Statistics, Agile is a plus."
Frontend Developer,InnovateAI,Bangalore,Senior Level,2025-08-28,"Join Infosys as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in React, Redux, Sass. Knowledge of TypeScript, Vue, JavaScript is a plus."
Frontend Developer,Infosys,Bangalore,Mid Level,2025-08-25,"Join Infosys as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Redux, JavaScript, TypeScript. Knowledge of Vue, Communication is a plus."
Frontend Developer,Google,Remote,Mid Level,2025-04-24,"Join Google as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Sass, Redux, Vue. Knowledge of React, Communication is a plus."
Web Developer,InnovateAI,Hyderabad,Entry Level,2025-05-09,"Join Amazon as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in Django, Node.js, Flask. Knowledge of HTML, JavaScript, React is a plus."
ML Engineer,StartupX,Pune,Entry Level,2025-08-29,"Join TechGiant as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Spark, Python, PyTorch. Knowledge of TensorFlow, Machine Learning, AWS is a plus."
Backend Developer,StartupX,Bangalore,Senior Level,2025-08-02,"Join StartupX as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in API Design, Python, Go. Knowledge of SQL, Communication is a plus."
Frontend Developer,Google,Pune,Mid Level,2025-09-15,"Join InnovateAI as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Redux, JavaScript, Vue. Knowledge of React, Teamwork is a plus."
Data Scientist,TechGiant,Pune,Mid Level,2025-10-13,"Join Infosys as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Python, Machine Learning, Statistics. Knowledge of SQL, Pandas, Scikit-Learn, NLTK is a plus."
ML Engineer,Google,Remote,Entry Level,2025-08-16,"Join Microsoft as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Python, Machine Learning, AWS. Knowledge of Spark, PyTorch is a plus."
Web Developer,TechGiant,Remote,Senior Level,2026-01-08,"Join Microsoft as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in Flask, Django, Node.js. Knowledge of CSS, JavaScript is a plus."
Backend Developer,Infosys,Mumbai,Entry Level,2025-12-21,"Join Google as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Redis, Java, API Design. Knowledge of SQL, Go, Python is a plus."
Data Scientist,Microsoft,Hyderabad,Mid Level,2025-12-07,"Join Google as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Python, Machine Learning, SQL. Knowledge of Scikit-Learn, NLTK, Pandas, Statistics, Agile is a plus."
ML Engineer,InnovateAI,Pune,Senior Level,2025-12-05,"Join StartupX as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Docker, Spark, Machine Learning. Knowledge of Python is a plus."
Backend Developer,TechGiant,Remote,Entry Level,2026-01-13,"Join Infosys as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in SQL, Python, Java. Knowledge of API Design, Communication is a plus."
ML Engineer,Microsoft,Bangalore,Mid Level,2026-02-15,"Join Microsoft as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in AWS, Python, Machine Learning. Knowledge of PyTorch, TensorFlow, Teamwork is a plus."
Data Scientist,Google,Bangalore,Senior Level,2025-07-17,"Join Microsoft as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Python, Scikit-Learn, NLTK. Knowledge of Machine Learning, Pandas is a plus."
ML Engineer,TechGiant,Bangalore,Senior Level,2025-11-27,"Join Microsoft as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in TensorFlow, PyTorch, AWS. Knowledge of Python is a plus."
ML Engineer,Amazon,Mumbai,Senior Level,2025-12-30,"Join Microsoft as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in TensorFlow, PyTorch, Docker. Knowledge of Python, AWS, Machine Learning, Spark is a plus."
Data Scientist,TCS,Bangalore,Senior Level,2025-09-28,"Join StartupX as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in NLTK, Scikit-Learn, Python. Knowledge of SQL, Machine Learning, Statistics, Pandas is a plus."
Backend Developer,TCS,Pune,Mid Level,2025-11-08,"Join Infosys as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in API Design, Python, SQL. Knowledge of Redis, Java is a plus."
Backend Developer,Google,Pune,Mid Level,2025-08-25,"Join Amazon as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in SQL, Kubernetes, Redis. Knowledge of Python, Go, Communication is a plus."
Frontend Developer,Infosys,Bangalore,Mid Level,2025-06-28,"Join TCS as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in JavaScript, Sass, Vue. Knowledge of React, Redux, TypeScript is a plus."
Frontend Developer,Google,Mumbai,Entry Level,2025-12-10,"Join InnovateAI as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Redux, Sass, React. Knowledge of TypeScript, Vue is a plus."
ML Engineer,InnovateAI,Delhi,Entry Level,2025-06-13,"Join StartupX as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Spark, PyTorch, TensorFlow. Knowledge of Docker, Python, Machine Learning, AWS is a plus."
Frontend Developer,Microsoft,Hyderabad,Mid Level,2026-03-06,"Join Google as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in TypeScript, React, Vue. Knowledge of JavaScript, Sass, Teamwork is a plus."
Backend Developer,StartupX,Pune,Senior Level,2025-04-08,"Join TechGiant as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Kubernetes, Go, API Design. Knowledge of SQL, Python, Redis, Agile is a plus."
Web Developer,Amazon,Mumbai,Mid Level,2025-12-03,"Join TCS as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in Flask, HTML, CSS. Knowledge of Node.js, React is a plus."
Data Scientist,Google,Delhi,Mid Level,2026-01-23,"Join Microsoft as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Machine Learning, Statistics, Python. Knowledge of SQL, Pandas is a plus."
Data Scientist,StartupX,Hyderabad,Senior Level,2025-06-02,"Join Amazon as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Machine Learning, Statistics, Python. Knowledge of NLTK, Scikit-Learn, Pandas is a plus."
ML Engineer,InnovateAI,Pune,Mid Level,2025-10-19,"Join Google as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Spark, Python, Docker. Knowledge of AWS, TensorFlow, PyTorch, Machine Learning, Communication is a plus."
Data Scientist,Google,Pune,Mid Level,2025-09-06,"Join StartupX as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Machine Learning, Scikit-Learn, NLTK. Knowledge of Pandas, Python, Teamwork is a plus."
Backend Developer,StartupX,Delhi,Senior Level,2026-01-14,"Join TCS as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in SQL, Redis, API Design. Knowledge of Python, Communication is a plus."
DevOps Engineer,InnovateAI,Pune,Entry Level,2025-10-31,"Join TCS as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Kubernetes, Linux, Docker. Knowledge of Jenkins, Terraform is a plus."
Frontend Developer,InnovateAI,Bangalore,Entry Level,2025-05-20,"Join Amazon as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Sass, TypeScript, JavaScript. Knowledge of React, Vue, Redux, Communication is a plus."
DevOps Engineer,Microsoft,Hyderabad,Mid Level,2025-04-14,"Join StartupX as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Docker, CI/CD, Jenkins. Knowledge of AWS, Terraform, Linux, Agile is a plus."
Data Scientist,StartupX,Bangalore,Senior Level,2025-06-07,"Join InnovateAI as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in SQL, NLTK, Python. Knowledge of Pandas, Statistics, Scikit-Learn, Communication is a plus."
Web Developer,Infosys,Pune,Senior Level,2025-03-26,"Join Google as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in CSS, Django, React. Knowledge of Node.js, Communication is a plus."
Web Developer,InnovateAI,Remote,Entry Level,2026-01-31,"Join Microsoft as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in HTML, Django, Node.js. Knowledge of CSS, JavaScript, React, Communication is a plus."
Data Scientist,InnovateAI,Hyderabad,Mid Level,2026-02-11,"Join Microsoft as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Statistics, Python, SQL. Knowledge of Pandas, Machine Learning is a plus."
Data Scientist,Amazon,Bangalore,Mid Level,2025-05-27,"Join Microsoft as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Machine Learning, Scikit-Learn, Pandas. Knowledge of SQL, Python, NLTK, Statistics, Agile is a plus."
DevOps Engineer,Amazon,Hyderabad,Entry Level,2025-07-14,"Join TCS as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Kubernetes, Docker, Jenkins. Knowledge of Terraform, Linux, AWS is a plus."
Backend Developer,Google,Mumbai,Mid Level,2025-05-11,"Join Google as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in SQL, Go, Kubernetes. Knowledge of Redis, Java, API Design is a plus."
Web Developer,Amazon,Mumbai,Mid Level,2025-08-11,"Join Infosys as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in JavaScript, Node.js, Flask. Knowledge of Django, React is a plus."
Frontend Developer,Infosys,Delhi,Mid Level,2025-09-17,"Join TechGiant as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in React, TypeScript, Sass. Knowledge of JavaScript, Redux, Vue is a plus."
Backend Developer,TCS,Hyderabad,Entry Level,2025-06-22,"Join Microsoft as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Python, Kubernetes, Redis. Knowledge of Java, Go, Communication is a plus."
ML Engineer,TCS,Pune,Senior Level,2026-01-19,"Join StartupX as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in TensorFlow, AWS, Spark. Knowledge of Python, PyTorch, Machine Learning, Docker is a plus."
Web Developer,TechGiant,Remote,Mid Level,2026-02-14,"Join StartupX as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in CSS, Node.js, JavaScript. Knowledge of HTML, Django, Flask, React is a plus."
Frontend Developer,Google,Remote,Mid Level,2025-11-10,"Join StartupX as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Redux, Sass, JavaScript. Knowledge of React, Vue is a plus."
ML Engineer,StartupX,Mumbai,Mid Level,2025-07-30,"Join StartupX as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in AWS, Machine Learning, Python. Knowledge of Spark, PyTorch, Docker, TensorFlow, Agile is a plus."
ML Engineer,StartupX,Bangalore,Entry Level,2026-01-29,"Join InnovateAI as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in TensorFlow, Spark, AWS. Knowledge of PyTorch, Docker, Communication is a plus."
ML Engineer,TCS,Remote,Mid Level,2026-01-12,"Join TCS as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Python, Machine Learning, TensorFlow. Knowledge of Spark, AWS, Docker is a plus."
Data Scientist,Infosys,Hyderabad,Mid Level,2025-08-23,"Join Microsoft as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Statistics, Machine Learning, Scikit-Learn. Knowledge of Python, Communication is a plus."
DevOps Engineer,InnovateAI,Bangalore,Mid Level,2025-08-03,"Join Google as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Kubernetes, Terraform, Jenkins. Knowledge of Linux, Teamwork is a plus."
ML Engineer,InnovateAI,Hyderabad,Entry Level,2026-03-20,"Join Microsoft as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Spark, Machine Learning, Python. Knowledge of Docker, AWS, Communication is a plus."
Data Scientist,TechGiant,Remote,Senior Level,2025-11-25,"Join Google as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Machine Learning, Pandas, Scikit-Learn. Knowledge of NLTK, SQL is a plus."
Backend Developer,Amazon,Remote,Mid Level,2025-09-28,"Join Google as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Redis, Go, Kubernetes. Knowledge of Java, SQL, Agile is a plus."
DevOps Engineer,TCS,Hyderabad,Mid Level,2025-05-11,"Join StartupX as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Terraform, CI/CD, Linux. Knowledge of Kubernetes, AWS, Docker is a plus."
Data Scientist,TechGiant,Mumbai,Mid Level,2026-03-13,"Join TCS as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Python, Pandas, Machine Learning. Knowledge of SQL, Statistics, NLTK, Scikit-Learn, Teamwork is a plus."
Frontend Developer,Google,Bangalore,Entry Level,2025-09-24,"Join StartupX as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Vue, React, Sass. Knowledge of JavaScript, TypeScript, Communication is a plus."
Frontend Developer,Amazon,Hyderabad,Mid Level,2025-06-17,"Join TechGiant as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Vue, Sass, React. Knowledge of JavaScript is a plus."
ML Engineer,Microsoft,Delhi,Senior Level,2026-01-03,"Join InnovateAI as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in AWS, Docker, TensorFlow. Knowledge of Machine Learning, Spark, Python, PyTorch, Teamwork is a plus."
DevOps Engineer,Amazon,Delhi,Senior Level,2026-02-10,"Join TCS as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Kubernetes, Jenkins, CI/CD. Knowledge of Docker, AWS is a plus."
ML Engineer,StartupX,Remote,Mid Level,2025-08-06,"Join StartupX as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Python, TensorFlow, Machine Learning. Knowledge of PyTorch is a plus."
ML Engineer,TechGiant,Mumbai,Senior Level,2025-09-26,"Join Infosys as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Spark, PyTorch, AWS. Knowledge of Python, Teamwork is a plus."
Frontend Developer,TechGiant,Delhi,Mid Level,2025-04-08,"Join StartupX as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in React, TypeScript, Sass. Knowledge of JavaScript, Vue, Redux is a plus."
ML Engineer,StartupX,Hyderabad,Entry Level,2025-06-30,"Join Google as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in PyTorch, Docker, TensorFlow. Knowledge of Spark, Python is a plus."
Backend Developer,StartupX,Pune,Mid Level,2025-06-15,"Join StartupX as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Kubernetes, SQL, Go. Knowledge of Redis, Java, Python, Agile is a plus."
Frontend Developer,Microsoft,Pune,Mid Level,2025-12-02,"Join Google as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Redux, TypeScript, React. Knowledge of Vue, Sass, JavaScript, Teamwork is a plus."
ML Engineer,Amazon,Hyderabad,Entry Level,2026-03-20,"Join StartupX as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Docker, Spark, Python. Knowledge of Machine Learning, TensorFlow, PyTorch, AWS, Teamwork is a plus."
DevOps Engineer,TCS,Bangalore,Entry Level,2025-06-29,"Join Amazon as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Terraform, AWS, CI/CD. Knowledge of Jenkins, Kubernetes, Communication is a plus."
DevOps Engineer,Google,Bangalore,Entry Level,2025-07-29,"Join TCS as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in CI/CD, Docker, Kubernetes. Knowledge of Linux is a plus."
Backend Developer,Microsoft,Mumbai,Entry Level,2025-09-29,"Join Microsoft as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Kubernetes, Java, API Design. Knowledge of SQL is a plus."
Backend Developer,Amazon,Pune,Mid Level,2025-04-05,"Join StartupX as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Redis, SQL, API Design. Knowledge of Python, Java, Go is a plus."
Web Developer,TCS,Hyderabad,Senior Level,2026-02-24,"Join StartupX as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in CSS, JavaScript, React. Knowledge of Django, Agile is a plus."
Web Developer,TCS,Delhi,Senior Level,2025-11-05,"Join TCS as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in Flask, HTML, React. Knowledge of Django, CSS, Node.js, JavaScript is a plus."
Frontend Developer,StartupX,Delhi,Entry Level,2025-12-15,"Join Amazon as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Redux, Vue, React. Knowledge of JavaScript is a plus."
Backend Developer,TechGiant,Remote,Mid Level,2026-01-08,"Join InnovateAI as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Redis, Go, SQL. Knowledge of Python, API Design, Kubernetes, Java is a plus."
Backend Developer,InnovateAI,Remote,Mid Level,2025-08-20,"Join TCS as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Kubernetes, API Design, Redis. Knowledge of Python, Go, SQL is a plus."
DevOps Engineer,Microsoft,Pune,Mid Level,2025-04-01,"Join Infosys as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in AWS, Linux, CI/CD. Knowledge of Jenkins is a plus."
Data Scientist,Infosys,Delhi,Mid Level,2025-05-01,"Join Microsoft as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Statistics, Machine Learning, Pandas. Knowledge of Python, NLTK, SQL, Communication is a plus."
Web Developer,Google,Delhi,Senior Level,2025-12-01,"Join Amazon as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in React, Flask, HTML. Knowledge of CSS, Django, Communication is a plus."
Web Developer,Amazon,Pune,Entry Level,2025-04-20,"Join InnovateAI as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in HTML, React, Django. Knowledge of Flask, Node.js, CSS is a plus."
ML Engineer,Google,Pune,Mid Level,2025-10-03,"Join InnovateAI as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Machine Learning, Docker, PyTorch. Knowledge of Spark, AWS, Communication is a plus."
Frontend Developer,Microsoft,Mumbai,Senior Level,2025-12-04,"Join Google as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Vue, TypeScript, React. Knowledge of Sass, JavaScript, Redux, Communication is a plus."
Data Scientist,Microsoft,Delhi,Entry Level,2026-02-26,"Join StartupX as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Scikit-Learn, Python, Pandas. Knowledge of NLTK, SQL, Statistics, Machine Learning is a plus."
DevOps Engineer,TechGiant,Remote,Senior Level,2025-11-04,"Join InnovateAI as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Kubernetes, Linux, Docker. Knowledge of CI/CD is a plus."
Backend Developer,Microsoft,Remote,Senior Level,2026-03-19,"Join Infosys as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Python, Redis, Kubernetes. Knowledge of Java, Go, SQL, Agile is a plus."
Backend Developer,InnovateAI,Bangalore,Entry Level,2025-05-06,"Join TechGiant as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Kubernetes, API Design, SQL. Knowledge of Redis is a plus."
ML Engineer,Amazon,Mumbai,Entry Level,2025-09-08,"Join InnovateAI as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in AWS, Machine Learning, Spark. Knowledge of Docker, Teamwork is a plus."
DevOps Engineer,Infosys,Remote,Senior Level,2025-08-28,"Join Microsoft as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Kubernetes, AWS, Jenkins. Knowledge of Terraform, Agile is a plus."
